company_id,risk_bucket,z_label,C_prob
Diamond Offshore Drilling,risk_external,1,9.053965971402272e-05
Diamond Offshore Drilling,risk_external,2,0.021043420566758304
Diamond Offshore Drilling,risk_external,3,-0.0055434412783157555
Diamond Offshore Drilling,risk_legal,1,0.0036414919798939812
Diamond Offshore Drilling,risk_legal,2,0.0009080936787926647
Diamond Offshore Drilling,risk_legal,3,-0.001171436820477166
Diamond Offshore Drilling,risk_uncertainty,1,0.0018073121889053733
Diamond Offshore Drilling,risk_uncertainty,2,0.000641968499504356
Diamond Offshore Drilling,risk_uncertainty,3,-0.0006315724296358212
Dune Energy,risk_constraint,1,-0.061268540158676256
Dune Energy,risk_constraint,2,0.038284731978866705
Dune Energy,risk_constraint,3,0.03852914504964527
Dune Energy,risk_external,1,0.10148838344631562
Dune Energy,risk_external,2,-0.16364471800255992
Dune Energy,risk_external,3,0.02596867784694595
Dune Energy,risk_legal,1,-0.06551648015466596
Dune Energy,risk_legal,2,0.04271784909470629
Dune Energy,risk_legal,3,0.03960700725676717
Dune Energy,risk_uncertainty,1,-0.07118291315156466
Dune Energy,risk_uncertainty,2,0.036114473850096265
Dune Energy,risk_uncertainty,3,0.05225813571790367
DynaVox,risk_constraint,1,-0.02297209631934074
DynaVox,risk_constraint,2,0.006595135815746915
DynaVox,risk_constraint,3,0.015688115355009642
DynaVox,risk_external,1,0.04512447921178213
DynaVox,risk_external,2,-0.0418781888141735
DynaVox,risk_external,3,-0.004949189625158818
DynaVox,risk_legal,1,-0.027730871867652475
DynaVox,risk_legal,2,0.011395050518790405
DynaVox,risk_legal,3,0.015867081175644546
DynaVox,risk_uncertainty,1,-0.022118977643912494
DynaVox,risk_uncertainty,2,0.0014435553445290268
DynaVox,risk_uncertainty,3,0.01949372527242084
Eagle Bulk Shipping,risk_constraint,1,-0.014570998298441218
Eagle Bulk Shipping,risk_constraint,2,0.0027873384191805166
Eagle Bulk Shipping,risk_constraint,3,0.00601088832057709
Eagle Bulk Shipping,risk_external,1,0.029361492666675874
Eagle Bulk Shipping,risk_external,2,-0.010649570322541003
Eagle Bulk Shipping,risk_external,3,-0.008826989673079664
Eagle Bulk Shipping,risk_legal,1,0.011635295383209121
Eagle Bulk Shipping,risk_legal,2,-0.008873345976798511
Eagle Bulk Shipping,risk_legal,3,-0.0004604872413420267
Eagle Bulk Shipping,risk_uncertainty,1,-0.023971917267097867
Eagle Bulk Shipping,risk_uncertainty,2,0.002937399303134516
Eagle Bulk Shipping,risk_uncertainty,3,0.010964939944380404
Ebix,risk_constraint,1,-0.0010282416208304648
Ebix,risk_constraint,2,0.005139537302609583
Ebix,risk_constraint,3,-0.0046655151386880405
Ebix,risk_external,1,-0.002135931193707705
Ebix,risk_external,2,-0.010809722636329107
Ebix,risk_external,3,0.013561684314586268
Ebix,risk_legal,1,-0.0068606235208293065
Ebix,risk_legal,2,0.011027418715284676
Ebix,risk_legal,3,-0.00595106145531062
Ebix,risk_uncertainty,1,-0.002486721083870961
Ebix,risk_uncertainty,2,0.004325338366076825
Ebix,risk_uncertainty,3,-0.002512352058792057
Education Holdings 1,risk_constraint,1,0.0007392894019992054
Education Holdings 1,risk_constraint,2,-0.003976890916997113
Education Holdings 1,risk_constraint,3,0.0017661809252642543
Education Holdings 1,risk_external,1,-0.006599453228404823
Education Holdings 1,risk_external,2,0.01811338282412118
Education Holdings 1,risk_external,3,-0.0024922377316050582
Education Holdings 1,risk_legal,1,0.0018045595185265525
Education Holdings 1,risk_legal,2,-0.010560316176075002
Education Holdings 1,risk_legal,3,0.004962323045151728
Education Holdings 1,risk_uncertainty,1,-0.0005947650122804182
Education Holdings 1,risk_uncertainty,2,0.002124776789463709
Education Holdings 1,risk_uncertainty,3,-0.000600474347212301
Electroglas,risk_constraint,1,0.0008820841286762399
Electroglas,risk_constraint,2,-0.002458425478412283
Electroglas,risk_constraint,3,0.0003833566327208093
