company_id,doc_id,role,risk_bucket,z_label,sum_s,mean_s,N_sent
Acorda Therapeutics,"Acorda Therapeutics, Inc._2016-04-28_Q1 2016",Analyst,risk_external,2,128.101501886,0.36392472126704545,352
Acorda Therapeutics,"Acorda Therapeutics, Inc._2016-04-28_Q1 2016",Analyst,risk_legal,2,78.7867621846,0.2238260289335227,352
Acorda Therapeutics,"Acorda Therapeutics, Inc._2016-04-28_Q1 2016",Analyst,risk_uncertainty,2,73.1670875982,0.20786104431306818,352
Acorda Therapeutics,"Acorda Therapeutics, Inc._2016-04-28_Q1 2016",CEO,risk_constraint,2,0.28051758,0.28051758,1
Acorda Therapeutics,"Acorda Therapeutics, Inc._2016-04-28_Q1 2016",CEO,risk_external,2,0.1083374,0.1083374,1
Acorda Therapeutics,"Acorda Therapeutics, Inc._2016-04-28_Q1 2016",CEO,risk_legal,2,0.3083496,0.3083496,1
Acorda Therapeutics,"Acorda Therapeutics, Inc._2016-04-28_Q1 2016",CEO,risk_uncertainty,2,0.30273438,0.30273438,1
Acorda Therapeutics,"Acorda Therapeutics, Inc._2016-07-28_Q2 2016",Analyst,risk_constraint,2,57.3013077024,0.19827442111557095,289
Acorda Therapeutics,"Acorda Therapeutics, Inc._2016-07-28_Q2 2016",Analyst,risk_external,2,110.37530512,0.3819214710034602,289
Acorda Therapeutics,"Acorda Therapeutics, Inc._2016-07-28_Q2 2016",Analyst,risk_legal,2,61.7628250048,0.2137121972484429,289
Acorda Therapeutics,"Acorda Therapeutics, Inc._2016-07-28_Q2 2016",Analyst,risk_uncertainty,2,59.5566521055,0.20607838098788928,289
Acorda Therapeutics,"Acorda Therapeutics, Inc._2016-07-28_Q2 2016",CEO,risk_constraint,2,0.19946289,0.19946289,1
Acorda Therapeutics,"Acorda Therapeutics, Inc._2016-07-28_Q2 2016",CEO,risk_external,2,0.39819336,0.39819336,1
Acorda Therapeutics,"Acorda Therapeutics, Inc._2016-07-28_Q2 2016",CEO,risk_legal,2,0.19470215,0.19470215,1
Acorda Therapeutics,"Acorda Therapeutics, Inc._2016-07-28_Q2 2016",CEO,risk_uncertainty,2,0.20751953,0.20751953,1
Acorda Therapeutics,"Acorda Therapeutics, Inc._2016-10-27_Q3 2016",Analyst,risk_constraint,2,47.0023880345,0.20001016184893616,235
Acorda Therapeutics,"Acorda Therapeutics, Inc._2016-10-27_Q3 2016",Analyst,risk_external,2,88.551147513,0.37681339367234046,235
Acorda Therapeutics,"Acorda Therapeutics, Inc._2016-10-27_Q3 2016",Analyst,risk_legal,2,51.5231589954,0.21924748508680852,235
Acorda Therapeutics,"Acorda Therapeutics, Inc._2016-10-27_Q3 2016",Analyst,risk_uncertainty,2,47.9253920655,0.20393783857659573,235
Acorda Therapeutics,"Acorda Therapeutics, Inc._2016-10-27_Q3 2016",CEO,risk_constraint,2,0.29174805,0.29174805,1
