company_id,role,risk_bucket,a_mij
Liminal BioSciences,President,risk_external,0.3298389017581939
Logistec Corp.,Analyst,risk_uncertainty,0.2173160016536712
Logistec Corp.,Analyst,risk_legal,0.2241124212741851
Logistec Corp.,Analyst,risk_constraint,0.2209508121013641
Logistec Corp.,Analyst,risk_external,0.3376207649707794
Logistec Corp.,CEO,risk_uncertainty,0.177633985877037
Logistec Corp.,CEO,risk_legal,0.1961909383535385
Logistec Corp.,CEO,risk_constraint,0.1959467679262161
Logistec Corp.,CEO,risk_external,0.4302282929420471
Luby's,Analyst,risk_uncertainty,0.2651755511760711
Luby's,Analyst,risk_legal,0.2613124549388885
Luby's,Analyst,risk_constraint,0.2428227514028549
Luby's,Analyst,risk_external,0.2306892573833465
Luby's,CEO,risk_uncertainty,0.2553924024105072
Luby's,CEO,risk_legal,0.2521804869174957
Luby's,CEO,risk_constraint,0.2420373857021331
Luby's,CEO,risk_external,0.2503896653652191
Luby's,CFO,risk_uncertainty,0.2752002477645874
Luby's,CFO,risk_legal,0.2627827823162079
Luby's,CFO,risk_constraint,0.2483970373868942
Luby's,CFO,risk_external,0.2136199623346328
Luby's,COO,risk_uncertainty,0.2561022937297821
Luby's,COO,risk_legal,0.2422815710306167
Luby's,COO,risk_constraint,0.2279009670019149
Luby's,COO,risk_external,0.2737151682376861
Luby's,IR,risk_uncertainty,0.2493143826723098
Luby's,IR,risk_legal,0.2558287680149078
Luby's,IR,risk_constraint,0.2420555800199508
Luby's,IR,risk_external,0.2528012692928314
Luby's,Operator,risk_uncertainty,0.2515404820442199
Luby's,Operator,risk_legal,0.2594790458679199
Luby's,Operator,risk_constraint,0.2370588630437851
Luby's,Operator,risk_external,0.2519215941429138
Luby's,President,risk_uncertainty,0.2776910066604614
Luby's,President,risk_legal,0.2675482332706451
Luby's,President,risk_constraint,0.2541272342205047
Luby's,President,risk_external,0.200633555650711
Luby's,VP,risk_uncertainty,0.2656663656234741
Luby's,VP,risk_legal,0.2553731799125671
Luby's,VP,risk_constraint,0.2416160106658935
Luby's,VP,risk_external,0.2373443990945816
M.D.C. Holdings,Analyst,risk_uncertainty,0.2333951592445373
M.D.C. Holdings,Analyst,risk_legal,0.2234125733375549
M.D.C. Holdings,Analyst,risk_constraint,0.2104921042919159
M.D.C. Holdings,Analyst,risk_external,0.3327001333236694
M.D.C. Holdings,CEO,risk_uncertainty,0.2891904413700104
M.D.C. Holdings,CEO,risk_legal,0.2747790813446045
M.D.C. Holdings,CEO,risk_constraint,0.2685804963111877
M.D.C. Holdings,CEO,risk_external,0.1674499660730362
M.D.C. Holdings,Operator,risk_uncertainty,0.2363329827785492
M.D.C. Holdings,Operator,risk_legal,0.239164263010025
M.D.C. Holdings,Operator,risk_constraint,0.2212321162223816
M.D.C. Holdings,Operator,risk_external,0.3032705783843994
MF Global Holdings Ltd.,Analyst,risk_uncertainty,0.20391845703125
MF Global Holdings Ltd.,Analyst,risk_legal,0.36895751953125
MF Global Holdings Ltd.,Analyst,risk_constraint,0.2679443359375
MF Global Holdings Ltd.,Analyst,risk_external,0.1591796875
MF Global Holdings Ltd.,Operator,risk_uncertainty,0.2023336440324783
MF Global Holdings Ltd.,Operator,risk_legal,0.2062312513589859
MF Global Holdings Ltd.,Operator,risk_constraint,0.2007451057434082
MF Global Holdings Ltd.,Operator,risk_external,0.3906899988651275
Macatawa Bank Corp.,Analyst,risk_uncertainty,0.2235486358404159
Macatawa Bank Corp.,Analyst,risk_legal,0.2906472980976105
Macatawa Bank Corp.,Analyst,risk_constraint,0.2346427589654922
Macatawa Bank Corp.,Analyst,risk_external,0.2511613070964813
Macatawa Bank Corp.,Operator,risk_uncertainty,0.2487111836671829
Macatawa Bank Corp.,Operator,risk_legal,0.252106100320816
Macatawa Bank Corp.,Operator,risk_constraint,0.2299554646015167
Macatawa Bank Corp.,Operator,risk_external,0.2692273259162903
Mace Security International,Analyst,risk_uncertainty,0.2523145675659179
Mace Security International,Analyst,risk_legal,0.2495612800121307
Mace Security International,Analyst,risk_constraint,0.2379444539546966
Mace Security International,Analyst,risk_external,0.2601796686649322
Mace Security International,CEO,risk_uncertainty,0.2562556266784668
Mace Security International,CEO,risk_legal,0.241742730140686
Mace Security International,CEO,risk_constraint,0.2349754571914672
Mace Security International,CEO,risk_external,0.2670262455940246
Mace Security International,CFO,risk_uncertainty,0.2552989423274994
Mace Security International,CFO,risk_legal,0.2535241842269897
Mace Security International,CFO,risk_constraint,0.2394426017999649
Mace Security International,CFO,risk_external,0.2517343163490295
Mace Security International,CTO,risk_uncertainty,0.2509642243385315
Mace Security International,CTO,risk_legal,0.2492801398038864
Mace Security International,CTO,risk_constraint,0.2328585535287857
Mace Security International,CTO,risk_external,0.2668970227241516
Mace Security International,IR,risk_uncertainty,0.2420635670423507
Mace Security International,IR,risk_legal,0.2440806776285171
Mace Security International,IR,risk_constraint,0.2321307510137558
Mace Security International,IR,risk_external,0.2817251086235046
Mace Security International,Operator,risk_uncertainty,0.2372018694877624
Mace Security International,Operator,risk_legal,0.2446773946285247
Mace Security International,Operator,risk_constraint,0.2330052405595779
Mace Security International,Operator,risk_external,0.285115510225296
Mace Security International,President,risk_uncertainty,0.2466136664152145
Mace Security International,President,risk_legal,0.2439955323934555
Mace Security International,President,risk_constraint,0.2323257178068161
Mace Security International,President,risk_external,0.2770650386810303
Magellan Midstream Partners LP,Analyst,risk_uncertainty,0.2294523864984512
Magellan Midstream Partners LP,Analyst,risk_legal,0.2384034693241119
Magellan Midstream Partners LP,Analyst,risk_constraint,0.2226137369871139
Magellan Midstream Partners LP,Analyst,risk_external,0.3095304369926452
Magellan Midstream Partners LP,CEO,risk_uncertainty,0.276891142129898
Magellan Midstream Partners LP,CEO,risk_legal,0.2831739485263824
Magellan Midstream Partners LP,CEO,risk_constraint,0.2548606395721435
Magellan Midstream Partners LP,CEO,risk_external,0.1850742697715759
Magellan Midstream Partners LP,CFO,risk_uncertainty,0.2930438816547394
Magellan Midstream Partners LP,CFO,risk_legal,0.2763671875
Magellan Midstream Partners LP,CFO,risk_constraint,0.2561880350112915
Magellan Midstream Partners LP,CFO,risk_external,0.1744009107351303
Magellan Midstream Partners LP,IR,risk_uncertainty,0.2885115444660187
Magellan Midstream Partners LP,IR,risk_legal,0.2575167417526245
Magellan Midstream Partners LP,IR,risk_constraint,0.2548128068447113
Magellan Midstream Partners LP,IR,risk_external,0.1991589069366455
Magellan Midstream Partners LP,Operator,risk_uncertainty,0.2453719079494476
Magellan Midstream Partners LP,Operator,risk_legal,0.2465396523475647
Magellan Midstream Partners LP,Operator,risk_constraint,0.2248233407735824
Magellan Midstream Partners LP,Operator,risk_external,0.2832651138305664
Marathon Oil Corp.,Analyst,risk_uncertainty,0.2232347577810287
Marathon Oil Corp.,Analyst,risk_legal,0.2398595809936523
Marathon Oil Corp.,Analyst,risk_constraint,0.2302791178226471
Marathon Oil Corp.,Analyst,risk_external,0.306626558303833
Marathon Oil Corp.,CEO,risk_uncertainty,0.2258691042661667
Marathon Oil Corp.,CEO,risk_legal,0.2316507548093795
Marathon Oil Corp.,CEO,risk_constraint,0.2294454127550125
Marathon Oil Corp.,CEO,risk_external,0.3130347430706024
Marathon Oil Corp.,Operator,risk_uncertainty,0.2553716003894806
Marathon Oil Corp.,Operator,risk_legal,0.2790017127990722
Marathon Oil Corp.,Operator,risk_constraint,0.2484800815582275
Marathon Oil Corp.,Operator,risk_external,0.217146560549736
Masonite International Corp.,Analyst,risk_uncertainty,0.2320872694253921
Masonite International Corp.,Analyst,risk_legal,0.2266545295715332
Masonite International Corp.,Analyst,risk_constraint,0.212920144200325
Masonite International Corp.,Analyst,risk_external,0.3283381164073944
Masonite International Corp.,CEO,risk_uncertainty,0.2945824265480041
Masonite International Corp.,CEO,risk_legal,0.3173979520797729
Masonite International Corp.,CEO,risk_constraint,0.2964134216308594
Masonite International Corp.,CEO,risk_external,0.0916061848402023
Masonite International Corp.,CTO,risk_uncertainty,0.2393860965967178
Masonite International Corp.,CTO,risk_legal,0.2281687259674072
Masonite International Corp.,CTO,risk_constraint,0.2184773981571197
Masonite International Corp.,CTO,risk_external,0.313967764377594
Masonite International Corp.,Operator,risk_uncertainty,0.2053097188472747
Masonite International Corp.,Operator,risk_legal,0.2243369072675705
Masonite International Corp.,Operator,risk_constraint,0.2016395777463913
Masonite International Corp.,Operator,risk_external,0.368713766336441
Masonite International Corp.,President,risk_uncertainty,0.2422290295362472
Masonite International Corp.,President,risk_legal,0.2331242859363556
Masonite International Corp.,President,risk_constraint,0.2154300063848495
Masonite International Corp.,President,risk_external,0.3092166781425476
MediaValet,Analyst,risk_uncertainty,0.2576687335968017
MediaValet,Analyst,risk_legal,0.243961900472641
MediaValet,Analyst,risk_constraint,0.2403466701507568
MediaValet,Analyst,risk_external,0.2580226957798004
MediaValet,CEO,risk_uncertainty,0.3076603710651397
MediaValet,CEO,risk_legal,0.2606153488159179
MediaValet,CEO,risk_constraint,0.2736277878284454
MediaValet,CEO,risk_external,0.1580964773893356
Midway Games,Analyst,risk_uncertainty,0.2344366908073425
Midway Games,Analyst,risk_legal,0.2845233678817749
Midway Games,Analyst,risk_constraint,0.2488190680742263
Midway Games,Analyst,risk_external,0.2322208732366562
Midway Games,Operator,risk_uncertainty,0.2535458505153656
Midway Games,Operator,risk_legal,0.2575147747993469
Midway Games,Operator,risk_constraint,0.2393718063831329
Midway Games,Operator,risk_external,0.2495675832033157
Midwest Banc Holdings,Analyst,risk_uncertainty,0.2182900607585907
Midwest Banc Holdings,Analyst,risk_legal,0.312168687582016
Midwest Banc Holdings,Analyst,risk_constraint,0.2511974275112152
Midwest Banc Holdings,Analyst,risk_external,0.2183438390493393
Midwest Banc Holdings,Operator,risk_uncertainty,0.2083262354135513
Midwest Banc Holdings,Operator,risk_legal,0.2204926013946533
Midwest Banc Holdings,Operator,risk_constraint,0.20192950963974
Midwest Banc Holdings,Operator,risk_external,0.3692516386508941
Minerva Bunkering,Analyst,risk_uncertainty,0.2258825302124023
Minerva Bunkering,Analyst,risk_legal,0.2476117610931396
Minerva Bunkering,Analyst,risk_constraint,0.2239707112312317
Minerva Bunkering,Analyst,risk_external,0.3025349676609039
Minerva Bunkering,CEO,risk_uncertainty,0.2105455845594406
Minerva Bunkering,CEO,risk_legal,0.2789576351642608
Minerva Bunkering,CEO,risk_constraint,0.2276333421468734
Minerva Bunkering,CEO,risk_external,0.2828634083271026
Minerva Bunkering,CFO,risk_uncertainty,0.1612878590822219
Minerva Bunkering,CFO,risk_legal,0.1992523074150085
Minerva Bunkering,CFO,risk_constraint,0.1828946322202682
Minerva Bunkering,CFO,risk_external,0.4565652012825012
Minerva Bunkering,CTO,risk_uncertainty,0.2201525270938873
Minerva Bunkering,CTO,risk_legal,0.2390067279338836
Minerva Bunkering,CTO,risk_constraint,0.2179276496171951
Minerva Bunkering,CTO,risk_external,0.3229130804538727
Minerva Bunkering,Operator,risk_uncertainty,0.2436673492193222
Minerva Bunkering,Operator,risk_legal,0.2809123694896698
Minerva Bunkering,Operator,risk_constraint,0.2500561475753784
Minerva Bunkering,Operator,risk_external,0.2253641486167907
Mirati Therapeutics,Analyst,risk_uncertainty,0.2098856270313263
Mirati Therapeutics,Analyst,risk_legal,0.220590278506279
Mirati Therapeutics,Analyst,risk_constraint,0.2013489305973053
Mirati Therapeutics,Analyst,risk_external,0.3681751787662506
Mirati Therapeutics,CEO,risk_uncertainty,0.274283617734909
Mirati Therapeutics,CEO,risk_legal,0.2944246232509613
Mirati Therapeutics,CEO,risk_constraint,0.2790442109107971
Mirati Therapeutics,CEO,risk_external,0.1522475481033325
Mirati Therapeutics,CFO,risk_uncertainty,0.232229396700859
Mirati Therapeutics,CFO,risk_legal,0.2480172514915466
Mirati Therapeutics,CFO,risk_constraint,0.2317966073751449
Mirati Therapeutics,CFO,risk_external,0.2879567444324493
Movie Gallery,Analyst,risk_uncertainty,0.2890070974826813
Movie Gallery,Analyst,risk_legal,0.2810401916503906
Movie Gallery,Analyst,risk_constraint,0.2555548548698425
Movie Gallery,Analyst,risk_external,0.1743978410959243
Movie Gallery,CEO,risk_uncertainty,0.2652938663959503
Movie Gallery,CEO,risk_legal,0.2403836399316787
Movie Gallery,CEO,risk_constraint,0.2384763956069946
Movie Gallery,CEO,risk_external,0.2558461129665375
Movie Gallery,Operator,risk_uncertainty,0.2493962496519088
Movie Gallery,Operator,risk_legal,0.2477583140134811
Movie Gallery,Operator,risk_constraint,0.2266933321952819
Movie Gallery,Operator,risk_external,0.2761521339416504
NXXI,Analyst,risk_uncertainty,0.2366580218076706
NXXI,Analyst,risk_legal,0.3684587180614471
NXXI,Analyst,risk_constraint,0.2731770277023315
NXXI,Analyst,risk_external,0.1217062547802925
NXXI,Operator,risk_uncertainty,0.2298414856195449
NXXI,Operator,risk_legal,0.2581879794597626
NXXI,Operator,risk_constraint,0.2279313951730728
NXXI,Operator,risk_external,0.2840390801429748
National Instruments Corp.,Analyst,risk_uncertainty,0.226141482591629
National Instruments Corp.,Analyst,risk_legal,0.2113128453493118
National Instruments Corp.,Analyst,risk_constraint,0.2071386873722076
National Instruments Corp.,Analyst,risk_external,0.3554069697856903
National Instruments Corp.,CEO,risk_uncertainty,0.2630427181720733
National Instruments Corp.,CEO,risk_legal,0.2457623034715652
National Instruments Corp.,CEO,risk_constraint,0.2320455461740493
National Instruments Corp.,CEO,risk_external,0.259149432182312
National Instruments Corp.,CFO,risk_uncertainty,0.2551134526729584
National Instruments Corp.,CFO,risk_legal,0.2592973411083221
National Instruments Corp.,CFO,risk_constraint,0.2432538866996765
National Instruments Corp.,CFO,risk_external,0.2423353344202041
National Instruments Corp.,COO,risk_uncertainty,0.1911536306142807
National Instruments Corp.,COO,risk_legal,0.1757355332374572
National Instruments Corp.,COO,risk_constraint,0.1849126815795898
National Instruments Corp.,COO,risk_external,0.4481981694698334
National Instruments Corp.,Head,risk_uncertainty,0.2466103136539459
National Instruments Corp.,Head,risk_legal,0.2480407208204269
National Instruments Corp.,Head,risk_constraint,0.2411386668682098
National Instruments Corp.,Head,risk_external,0.2642102837562561
National Instruments Corp.,IR,risk_uncertainty,0.2770224511623382
National Instruments Corp.,IR,risk_legal,0.2685481011867523
National Instruments Corp.,IR,risk_constraint,0.2640674412250519
National Instruments Corp.,IR,risk_external,0.1903619617223739
National Instruments Corp.,Operator,risk_uncertainty,0.2512438893318176
National Instruments Corp.,Operator,risk_legal,0.2358578592538833
National Instruments Corp.,Operator,risk_constraint,0.221612811088562
National Instruments Corp.,Operator,risk_external,0.2912855446338653
National RV Holdings,Analyst,risk_uncertainty,0.2955780625343323
National RV Holdings,Analyst,risk_legal,0.3105430901050567
National RV Holdings,Analyst,risk_constraint,0.2835410535335541
National RV Holdings,Analyst,risk_external,0.1103377938270568
National RV Holdings,Operator,risk_uncertainty,0.2401036620140075
National RV Holdings,Operator,risk_legal,0.2419006675481796
National RV Holdings,Operator,risk_constraint,0.2247766852378845
National RV Holdings,Operator,risk_external,0.2932189702987671
Navios Maritime Holdings,Analyst,risk_uncertainty,0.2242298722267151
Navios Maritime Holdings,Analyst,risk_legal,0.2748807370662689
Navios Maritime Holdings,Analyst,risk_constraint,0.2272810190916061
Navios Maritime Holdings,Analyst,risk_external,0.273608386516571
Navios Maritime Holdings,CEO,risk_uncertainty,0.2156515717506408
Navios Maritime Holdings,CEO,risk_legal,0.2534659206867218
Navios Maritime Holdings,CEO,risk_constraint,0.2218630313873291
Navios Maritime Holdings,CEO,risk_external,0.3090194761753082
Navios Maritime Holdings,CFO,risk_uncertainty,0.2357646226882934
Navios Maritime Holdings,CFO,risk_legal,0.2825736403465271
Navios Maritime Holdings,CFO,risk_constraint,0.2446582317352295
Navios Maritime Holdings,CFO,risk_external,0.2370034605264663
Navios Maritime Holdings,Chair,risk_uncertainty,0.2344797998666763
Navios Maritime Holdings,Chair,risk_legal,0.2917766273021698
Navios Maritime Holdings,Chair,risk_constraint,0.2361960709095001
Navios Maritime Holdings,Chair,risk_external,0.2375474870204925
Navios Maritime Holdings,Operator,risk_uncertainty,0.1942564994096756
Navios Maritime Holdings,Operator,risk_legal,0.2607558369636535
Navios Maritime Holdings,Operator,risk_constraint,0.2127164900302887
Navios Maritime Holdings,Operator,risk_external,0.3322711586952209
Navios Maritime Holdings,President,risk_uncertainty,0.2401113212108612
Navios Maritime Holdings,President,risk_legal,0.2954368889331817
Navios Maritime Holdings,President,risk_constraint,0.2414567470550537
Navios Maritime Holdings,President,risk_external,0.2229950428009033
Newcrest Mining Ltd.,Analyst,risk_uncertainty,0.2060440629720688
Newcrest Mining Ltd.,Analyst,risk_legal,0.2394475787878036
Newcrest Mining Ltd.,Analyst,risk_constraint,0.2275814563035965
Newcrest Mining Ltd.,Analyst,risk_external,0.3269268870353699
Newcrest Mining Ltd.,CEO,risk_uncertainty,0.252206802368164
Newcrest Mining Ltd.,CEO,risk_legal,0.2980340719223022
Newcrest Mining Ltd.,CEO,risk_constraint,0.2781043946743011
Newcrest Mining Ltd.,CEO,risk_external,0.1716547459363937
Newcrest Mining Ltd.,CFO,risk_uncertainty,0.2118115872144699
Newcrest Mining Ltd.,CFO,risk_legal,0.246844470500946
Newcrest Mining Ltd.,CFO,risk_constraint,0.2346309572458267
Newcrest Mining Ltd.,CFO,risk_external,0.3067129850387573
Newcrest Mining Ltd.,IR,risk_uncertainty,0.2323702275753021
Newcrest Mining Ltd.,IR,risk_legal,0.2492327392101287
Newcrest Mining Ltd.,IR,risk_constraint,0.2433678954839706
Newcrest Mining Ltd.,IR,risk_external,0.2750291228294372
Newcrest Mining Ltd.,Operator,risk_uncertainty,0.2280569523572921
Newcrest Mining Ltd.,Operator,risk_legal,0.2830794155597687
Newcrest Mining Ltd.,Operator,risk_constraint,0.258298248052597
Newcrest Mining Ltd.,Operator,risk_external,0.2305653542280197
NextGen Healthcare,Analyst,risk_uncertainty,0.2503426969051361
NextGen Healthcare,Analyst,risk_legal,0.2362046390771865
NextGen Healthcare,Analyst,risk_constraint,0.225756824016571
NextGen Healthcare,Analyst,risk_external,0.2876958549022674
NextGen Healthcare,CEO,risk_uncertainty,0.2703286409378052
NextGen Healthcare,CEO,risk_legal,0.243027001619339
NextGen Healthcare,CEO,risk_constraint,0.2369069159030914
NextGen Healthcare,CEO,risk_external,0.2497374415397644
NextGen Healthcare,CFO,risk_uncertainty,0.2493059039115905
NextGen Healthcare,CFO,risk_legal,0.252681016921997
NextGen Healthcare,CFO,risk_constraint,0.2415148168802261
NextGen Healthcare,CFO,risk_external,0.256498247385025
NextGen Healthcare,IR,risk_uncertainty,0.225337952375412
NextGen Healthcare,IR,risk_legal,0.2189274132251739
NextGen Healthcare,IR,risk_constraint,0.2145172208547592
NextGen Healthcare,IR,risk_external,0.3412173986434936
NextGen Healthcare,Operator,risk_uncertainty,0.2508417963981628
NextGen Healthcare,Operator,risk_legal,0.2357520908117294
NextGen Healthcare,Operator,risk_constraint,0.222069963812828
NextGen Healthcare,Operator,risk_external,0.291336178779602
NuStar Energy LP,Analyst,risk_uncertainty,0.2297913283109665
NuStar Energy LP,Analyst,risk_legal,0.2422517389059066
NuStar Energy LP,Analyst,risk_constraint,0.228110209107399
NuStar Energy LP,Analyst,risk_external,0.299846738576889
NuStar Energy LP,CEO,risk_uncertainty,0.2571781575679779
NuStar Energy LP,CEO,risk_legal,0.2673775851726532
NuStar Energy LP,CEO,risk_constraint,0.2471184581518173
NuStar Energy LP,CEO,risk_external,0.2283258140087127
NuStar Energy LP,CFO,risk_uncertainty,0.288876861333847
NuStar Energy LP,CFO,risk_legal,0.3015284836292267
NuStar Energy LP,CFO,risk_constraint,0.2688749432563782
NuStar Energy LP,CFO,risk_external,0.1407196819782257
NuStar Energy LP,IR,risk_uncertainty,0.2443335652351379
NuStar Energy LP,IR,risk_legal,0.2248998433351516
NuStar Energy LP,IR,risk_constraint,0.2134518474340438
NuStar Energy LP,IR,risk_external,0.3173147439956665
NuStar Energy LP,Operator,risk_uncertainty,0.2541025876998901
NuStar Energy LP,Operator,risk_legal,0.2578323483467102
NuStar Energy LP,Operator,risk_constraint,0.2398782223463058
NuStar Energy LP,Operator,risk_external,0.2481867671012878
NuVasive,Analyst,risk_uncertainty,0.2443428635597229
NuVasive,Analyst,risk_legal,0.2454803138971328
NuVasive,Analyst,risk_constraint,0.223542720079422
NuVasive,Analyst,risk_external,0.2866341471672058
NuVasive,CEO,risk_uncertainty,0.2568870186805725
NuVasive,CEO,risk_legal,0.2146569341421127
NuVasive,CEO,risk_constraint,0.2182712703943252
NuVasive,CEO,risk_external,0.3101847767829895
NuVasive,CFO,risk_uncertainty,0.2910756766796112
NuVasive,CFO,risk_legal,0.2610552310943603
NuVasive,CFO,risk_constraint,0.244669109582901
NuVasive,CFO,risk_external,0.2031999677419662
NuVasive,COO,risk_uncertainty,0.2451597154140472
NuVasive,COO,risk_legal,0.24105966091156
NuVasive,COO,risk_constraint,0.2228284180164337
NuVasive,COO,risk_external,0.290952205657959
NuVasive,IR,risk_uncertainty,0.2730989754199981
NuVasive,IR,risk_legal,0.2550031840801239
NuVasive,IR,risk_constraint,0.2526655495166778
NuVasive,IR,risk_external,0.2192323058843612
NuVasive,Operator,risk_uncertainty,0.2570550441741943
NuVasive,Operator,risk_legal,0.2421998679637909
NuVasive,Operator,risk_constraint,0.2324113696813583
NuVasive,Operator,risk_external,0.2683337926864624
NuVasive,President,risk_uncertainty,0.2800533473491668
NuVasive,President,risk_legal,0.236989751458168
NuVasive,President,risk_constraint,0.2407754063606262
NuVasive,President,risk_external,0.2421814948320388
OPP Liquidating Co.,Analyst,risk_uncertainty,0.2645760178565979
OPP Liquidating Co.,Analyst,risk_legal,0.2565106749534607
OPP Liquidating Co.,Analyst,risk_constraint,0.2422532141208648
OPP Liquidating Co.,Analyst,risk_external,0.2366600632667541
OPP Liquidating Co.,CEO,risk_uncertainty,0.2708814144134521
OPP Liquidating Co.,CEO,risk_legal,0.2791434526443481
OPP Liquidating Co.,CEO,risk_constraint,0.2652279734611511
OPP Liquidating Co.,CEO,risk_external,0.1847471594810485
OPP Liquidating Co.,CFO,risk_uncertainty,0.3218938410282135
OPP Liquidating Co.,CFO,risk_legal,0.2953752279281616
OPP Liquidating Co.,CFO,risk_constraint,0.2787021994590759
OPP Liquidating Co.,CFO,risk_external,0.1040287241339683
OPP Liquidating Co.,CTO,risk_uncertainty,0.2622279524803161
OPP Liquidating Co.,CTO,risk_legal,0.2558749318122864
OPP Liquidating Co.,CTO,risk_constraint,0.2450197041034698
OPP Liquidating Co.,CTO,risk_external,0.2368773967027664
OPP Liquidating Co.,Chair,risk_uncertainty,0.256484180688858
OPP Liquidating Co.,Chair,risk_legal,0.2554988265037536
OPP Liquidating Co.,Chair,risk_constraint,0.2390804886817932
OPP Liquidating Co.,Chair,risk_external,0.2489365339279174
OPP Liquidating Co.,IR,risk_uncertainty,0.3044465184211731
OPP Liquidating Co.,IR,risk_legal,0.2589506804943084
OPP Liquidating Co.,IR,risk_constraint,0.2508166134357452
OPP Liquidating Co.,IR,risk_external,0.1857862025499344
OPP Liquidating Co.,Operator,risk_uncertainty,0.2583445310592651
OPP Liquidating Co.,Operator,risk_legal,0.2668707370758056
OPP Liquidating Co.,Operator,risk_constraint,0.2506469488143921
OPP Liquidating Co.,Operator,risk_external,0.2241378128528595
OPP Liquidating Co.,President,risk_uncertainty,0.2631181478500366
OPP Liquidating Co.,President,risk_legal,0.2499923557043075
OPP Liquidating Co.,President,risk_constraint,0.2352790534496307
OPP Liquidating Co.,President,risk_external,0.2516104578971863
Old ANR LLC,Analyst,risk_uncertainty,0.2217695116996765
Old ANR LLC,Analyst,risk_legal,0.2874473631381988
Old ANR LLC,Analyst,risk_constraint,0.2379448264837265
Old ANR LLC,Analyst,risk_external,0.2528383135795593
Old ANR LLC,Operator,risk_uncertainty,0.2025568187236786
Old ANR LLC,Operator,risk_legal,0.2176748663187027
Old ANR LLC,Operator,risk_constraint,0.2089188396930694
Old ANR LLC,Operator,risk_external,0.3708494901657104
Old API Wind-down Ltd.,Analyst,risk_uncertainty,0.2228887230157852
Old API Wind-down Ltd.,Analyst,risk_legal,0.2287179082632064
Old API Wind-down Ltd.,Analyst,risk_constraint,0.2123041898012161
Old API Wind-down Ltd.,Analyst,risk_external,0.336089164018631
Old API Wind-down Ltd.,CEO,risk_uncertainty,0.2850206196308136
Old API Wind-down Ltd.,CEO,risk_legal,0.2845052182674408
Old API Wind-down Ltd.,CEO,risk_constraint,0.2878824770450592
Old API Wind-down Ltd.,CEO,risk_external,0.1425916850566864
OneSoft Solutions,CEO,risk_uncertainty,0.243691861629486
OneSoft Solutions,CEO,risk_legal,0.2338450402021408
OneSoft Solutions,CEO,risk_constraint,0.2264961749315261
OneSoft Solutions,CEO,risk_external,0.2959668934345245
OneSoft Solutions,CFO,risk_uncertainty,0.31109619140625
OneSoft Solutions,CFO,risk_legal,0.3133544921875
OneSoft Solutions,CFO,risk_constraint,0.2913818359375
OneSoft Solutions,CFO,risk_external,0.08416748046875
OneSoft Solutions,President,risk_uncertainty,0.247039183974266
OneSoft Solutions,President,risk_legal,0.2273808568716049
OneSoft Solutions,President,risk_constraint,0.2264031916856765
OneSoft Solutions,President,risk_external,0.2991767525672912
OpSens,Analyst,risk_uncertainty,0.2345892488956451
OpSens,Analyst,risk_legal,0.2182472497224807
OpSens,Analyst,risk_constraint,0.2161815762519836
OpSens,Analyst,risk_external,0.3309819400310516
OpSens,CEO,risk_uncertainty,0.2319407314062118
OpSens,CEO,risk_legal,0.2147987782955169
OpSens,CEO,risk_constraint,0.2206466197967529
OpSens,CEO,risk_external,0.3326138854026794
OpSens,CFO,risk_uncertainty,0.2917755544185638
OpSens,CFO,risk_legal,0.2700656056404114
OpSens,CFO,risk_constraint,0.2625280916690826
OpSens,CFO,risk_external,0.1756307631731033
OpSens,IR,risk_uncertainty,0.2537859380245209
OpSens,IR,risk_legal,0.2413152456283569
OpSens,IR,risk_constraint,0.2286483645439148
OpSens,IR,risk_external,0.2762504518032074
OpSens,Operator,risk_uncertainty,0.2494048774242401
OpSens,Operator,risk_legal,0.3684307038784027
OpSens,Operator,risk_constraint,0.2802905440330505
OpSens,Operator,risk_external,0.1018738970160484
Orbital Infrastructure Group,Analyst,risk_uncertainty,0.2440382689237594
Orbital Infrastructure Group,Analyst,risk_legal,0.2349571585655212
Orbital Infrastructure Group,Analyst,risk_constraint,0.231542557477951
Orbital Infrastructure Group,Analyst,risk_external,0.2894620299339294
Orbital Infrastructure Group,CEO,risk_uncertainty,0.2475029081106186
Orbital Infrastructure Group,CEO,risk_legal,0.2407622337341308
Orbital Infrastructure Group,CEO,risk_constraint,0.2374134808778762
Orbital Infrastructure Group,CEO,risk_external,0.2743213772773742
Orbital Infrastructure Group,CFO,risk_uncertainty,0.2396068274974823
Orbital Infrastructure Group,CFO,risk_legal,0.242568239569664
Orbital Infrastructure Group,CFO,risk_constraint,0.2310729324817657
Orbital Infrastructure Group,CFO,risk_external,0.2867519855499267
Orbital Infrastructure Group,CTO,risk_uncertainty,0.2493386417627334
Orbital Infrastructure Group,CTO,risk_legal,0.2525514662265777
Orbital Infrastructure Group,CTO,risk_constraint,0.2420137077569961
Orbital Infrastructure Group,CTO,risk_external,0.256096214056015
Orbital Infrastructure Group,Chair,risk_uncertainty,0.2486818432807922
Orbital Infrastructure Group,Chair,risk_legal,0.2444738447666168
Orbital Infrastructure Group,Chair,risk_constraint,0.2362671047449112
Orbital Infrastructure Group,Chair,risk_external,0.2705772221088409
Orbital Infrastructure Group,IR,risk_uncertainty,0.2501037716865539
Orbital Infrastructure Group,IR,risk_legal,0.2532103657722473
Orbital Infrastructure Group,IR,risk_constraint,0.2455763667821884
